iter	Passed	Remaining
577	1014	741
578	1016	739
579	1018	737
580	1020	735
581	1022	734
582	1023	732
583	1025	730
584	1027	728
585	1028	726
586	1031	725
587	1032	723
588	1034	721
589	1037	720
590	1038	718
591	1040	716
592	1045	717
593	1047	716
594	1049	714
595	1053	713
596	1055	712
597	1057	710
598	1062	711
599	1064	709
600	1066	707
601	1068	706
602	1070	704
603	1072	703
604	1074	701
605	1076	700
606	1078	698
607	1080	696
608	1082	694
609	1083	693
610	1085	691
611	1089	690
612	1091	688
613	1092	686
614	1094	685
615	1095	683
616	1097	681
617	1099	679
618	1102	678
619	1105	677
620	1106	675
621	1108	673
622	1111	672
623	1112	670
624	1115	669
625	1117	667
626	1119	666
627	1125	666
628	1127	665
629	1129	663
630	1131	661
631	1134	660
632	1135	658
633	1137	656
634	1139	654
635	1141	653
636	1143	651
637	1145	649
638	1147	648
639	1148	646
640	1150	644
641	1152	642
642	1154	641
643	1156	639
644	1159	638
645	1161	636
646	1163	634
647	1165	633
648	1167	631
649	1169	629
650	1171	627
651	1174	626
652	1176	625
653	1177	623
654	1180	621
655	1181	619
656	1183	617
657	1185	615
658	1186	614
659	1189	612
660	1190	610
661	1192	608
662	1194	607
663	1200	607
664	1204	606
665	1206	604
666	1208	603
667	1209	601
668	1211	599
669	1213	597
670	1214	595
671	1216	593
672	1219	592
673	1221	590
674	1223	589
675	1225	587
676	1227	585
677	1229	583
678	1231	582
679	1235	581
680	1238	579
681	1240	578
682	1244	577
683	1248	576
684	1249	574
685	1251	572
686	1253	571
687	1258	570
688	1260	569
689	1262	567
690	1264	565
691	1266	563
692	1268	561
693	1270	560
694	1275	559
695	1277	558
696	1280	556
697	1284	555
698	1287	554
699	1292	553
700	1294	552
701	1297	550
702	1299	548
703	1301	547
704	1303	545
705	1305	543
706	1306	541
707	1309	540
708	1312	538
709	1314	536
710	1317	535
711	1319	533
712	1321	531
713	1322	529
714	1325	528
715	1328	526
716	1330	525
717	1333	523
718	1335	522
719	1337	520
720	1339	518
721	1341	516
722	1346	515
723	1348	513
724	1349	511
725	1351	510
726	1355	509
727	1357	507
728	1362	506
729	1364	504
730	1367	503
731	1369	501
732	1371	499
733	1375	498
734	1381	498
735	1383	496
736	1384	494
737	1386	492
738	1390	491
739	1392	489
740	1394	487
741	1396	485
742	1397	483
743	1399	481
744	1401	479
745	1403	477
746	1405	476
747	1407	474
748	1409	472
749	1411	470
750	1413	468
751	1415	466
752	1418	465
753	1420	463
754	1423	461
755	1425	460
756	1427	458
757	1428	456
758	1430	454
759	1433	452
760	1435	450
761	1437	448
762	1439	446
763	1440	445
764	1442	443
765	1443	441
766	1446	439
767	1448	437
768	1450	435
769	1451	433
770	1453	431
771	1454	429
772	1457	427
773	1458	425
774	1462	424
775	1464	422
776	1465	420
777	1467	418
778	1468	416
779	1470	414
780	1471	412
781	1473	410
782	1477	409
783	1478	407
784	1480	405
785	1482	403
786	1483	401
787	1485	399
788	1487	397
789	1490	396
790	1492	394
791	1493	392
792	1495	390
793	1501	389
794	1502	387
795	1505	385
796	1507	383
797	1508	381
798	1510	379
799	1511	377
800	1513	375
801	1514	373
802	1516	371
803	1517	370
804	1519	368
805	1521	366
806	1523	364
807	1524	362
808	1526	360
809	1527	358
810	1531	356
811	1533	354
812	1534	353
813	1536	351
814	1537	349
815	1539	347
816	1541	345
817	1543	343
818	1545	341
819	1547	339
820	1549	337
821	1550	335
822	1552	333
823	1553	331
824	1556	330
825	1557	328
826	1560	326
827	1562	324
828	1584	326
829	1586	324
830	1593	324
831	1596	322
832	1599	320
833	1602	318
834	1603	316
835	1606	315
836	1608	313
837	1610	311
838	1612	309
839	1614	307
840	1616	305
841	1617	303
842	1619	301
843	1621	299
844	1623	297
845	1624	295
846	1626	293
847	1627	291
848	1629	289
849	1631	287
850	1635	286
851	1638	284
852	1641	282
853	1642	280
854	1644	278
855	1646	277
856	1649	275
857	1651	273
858	1653	271
859	1655	269
860	1657	267
861	1659	265
862	1660	263
863	1662	261
864	1665	259
865	1666	257
866	1668	255
867	1669	253
868	1671	251
869	1672	249
870	1674	248
871	1676	246
872	1679	244
873	1682	242
874	1683	240
875	1685	238
876	1687	236
877	1689	234
878	1690	232
879	1693	230
880	1695	228
881	1697	227
882	1698	225
883	1700	223
884	1702	221
885	1704	219
886	1707	217
887	1709	215
888	1711	213
889	1712	211
890	1714	209
891	1716	207
892	1717	205
893	1720	203
894	1722	202
895	1724	200
896	1725	198
897	1727	196
898	1728	194
899	1730	192
900	1732	190
901	1733	188
902	1737	186
903	1738	184
904	1740	182
905	1742	180
906	1743	178
907	1745	176
908	1747	174
909	1751	173
910	1752	171
911	1754	169
912	1756	167
913	1757	165
914	1759	163
915	1761	161
916	1764	159
917	1766	157
918	1768	155
919	1770	153
920	1771	151
921	1773	150
922	1775	148
923	1776	146
924	1779	144
925	1781	142
926	1783	140
927	1784	138
928	1786	136
929	1787	134
930	1789	132
931	1790	130
932	1794	128
933	1795	126
934	1797	124
935	1799	123
936	1801	121
937	1802	119
938	1804	117
939	1806	115
940	1808	113
941	1810	111
942	1811	109
943	1813	107
944	1815	105
945	1816	103
946	1819	101
947	1822	99
948	1823	98
949	1825	96
950	1827	94
951	1829	92
952	1831	90
953	1832	88
954	1834	86
955	1837	84
956	1838	82
957	1840	80
958	1842	78
959	1844	76
960	1845	74
961	1847	72
962	1849	71
963	1851	69
964	1853	67
965	1857	65
966	1858	63
967	1860	61
968	1862	59
969	1865	57
970	1867	55
971	1871	53
972	1874	52
973	1876	50
974	1879	48
975	1881	46
976	1883	44
977	1885	42
978	1886	40
979	1888	38
980	1890	36
981	1894	34
982	1896	32
983	1898	30
984	1899	28
985	1902	27
986	1904	25
987	1913	23
988	1917	21
989	1924	19
990	1927	17
991	1930	15
992	1932	13
993	1935	11
994	1940	9
995	1942	7
996	1944	5
997	1946	3
998	1947	1
999	1949	0
